"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","#Sagitario Hoy no seas tan cerrado con tus ideas ya q debido a eso estás cerrandote las puertas a muchas cosas y no avanza..",FALSE,1,NA,2017-07-14 00:20:41,FALSE,NA,"885655252099313664",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"2","#Capricornio Hoy recuerda que las cosas que no necesitas no las deberías retener, trata de dejar de lado todo aquello..",FALSE,0,NA,2017-07-14 00:20:36,FALSE,NA,"885655231694082048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"3","#Acuario Hoy no temas a decir lo que estás pensando ya que tus palabras pueden ser de mucha ayuda para una persona..",FALSE,0,NA,2017-07-14 00:20:29,FALSE,NA,"885655202531074048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"4","#Piscis Hoy no te olvides de las cosas importantes ya que no te lo van a pasar por alto y podrías ganarte varios problemas..",FALSE,0,NA,2017-07-14 00:20:21,FALSE,NA,"885655169467285504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"5","#Aries Hoy ten cuidado ya que posiblemente alguien quiera aprovecharse de tu capacidad y quedarse con el merito..",FALSE,0,NA,2017-07-14 00:20:16,FALSE,NA,"885655147589881856",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"6","#Tauro Hoy se mas realista con lo que te rodea y deja de vivir en las nubes, es hora de que pongas los pies sobre la tierra..",FALSE,1,NA,2017-07-14 00:20:10,FALSE,NA,"885655120503087104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",1,FALSE,FALSE,NA,NA
"7","#Geminis Hoy debes entender que a veces la vida no nos da lo que pedimos, pero por esto no debes de desanimarte..",FALSE,0,NA,2017-07-14 00:20:01,FALSE,NA,"885655082779496449",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"8","#Cancer Hoy seria bueno que dejaras de soñar tanto y vieras la realidad que te rodea, en la vida nada es perfecto, piensalo..",FALSE,0,NA,2017-07-14 00:19:56,FALSE,NA,"885655061677957120",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"9","#Leo Hoy debes tener cuidado con tus palabras pueden llegar a hacerle mucho daño a las personas que no se lo merecen..",FALSE,0,NA,2017-07-14 00:19:50,FALSE,NA,"885655038969995264",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"10","#Virgo Evita discutir por cosas sin sentido y q arruinen tu día, debes d vivir tranquilamente y feliz sin hacerte problema por nada..",FALSE,0,NA,2017-07-14 00:19:43,FALSE,NA,"885655007584030720",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"11","#Libra Hoy comienza a preocuparte un poco más por tu salud ya que no es un juego y será peor si esperas hasta el último momento..",FALSE,0,NA,2017-07-14 00:19:37,FALSE,NA,"885654982581788674",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"12","#Escorpion Hoy recuerda que es bueno soñar pero es mucho mejor hacer, deja por un momento los sueños y empieza a hacerlos realidad..",FALSE,0,NA,2017-07-14 00:19:27,FALSE,NA,"885654942710681600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"13","#Aries Hoy ten cuidado ya que posiblemente alguien quiera aprovecharse de tu capacidad y quedarse con el merito...",FALSE,0,NA,2017-07-14 00:19:22,FALSE,NA,"885654919004524544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"14","#Tauro Hoy se mas realista con lo que te rodea y deja de vivir en las nubes, es hora de que pongas los pies sobre la tierra...",FALSE,1,NA,2017-07-14 00:19:09,FALSE,NA,"885654865044807680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"15","#Geminis Hoy debes entender que a veces la vida no nos da lo que pedimos, pero por esto no debes de desanimarte...",FALSE,0,NA,2017-07-14 00:19:01,FALSE,NA,"885654834954870785",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"16","#Cancer Hoy seria bueno que dejaras de soñar tanto y vieras la realidad que te rodea, en la vida nada es perfecto, piensalo...",FALSE,0,NA,2017-07-14 00:18:56,FALSE,NA,"885654813287034880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"17","#Leo Hoy debes tener cuidado con tus palabras pueden llegar a hacerle mucho daño a las personas que no se lo merecen...",FALSE,0,NA,2017-07-14 00:18:50,FALSE,NA,"885654786145648641",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"18","#Virgo Evita discutir por cosas sin sentido y q arruinen tu día, debes d vivir tranquilamente y feliz sin hacerte problema por nada...",FALSE,0,NA,2017-07-14 00:18:44,FALSE,NA,"885654760560447488",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"19","#Libra Hoy comienza a preocuparte un poco más por tu salud ya que no es un juego y será peor si esperas hasta el último momento...",FALSE,0,NA,2017-07-14 00:18:37,FALSE,NA,"885654733368774660",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"20","#Escorpion Hoy recuerda que es bueno soñar pero es mucho mejor hacer, deja por un momento los sueños y empieza a hacerlos realidad...",FALSE,0,NA,2017-07-14 00:18:31,FALSE,NA,"885654708446212096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"21","#Sagitario Hoy no seas tan cerrado con tus ideas ya q debido a eso estás cerrandote las puertas a muchas cosas y no avanza...",FALSE,0,NA,2017-07-14 00:18:02,FALSE,NA,"885654584059940865",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"22","#Capricornio Hoy recuerda que las cosas que no necesitas no las deberías retener, trata de dejar de lado todo aquello...",FALSE,0,NA,2017-07-14 00:17:35,FALSE,NA,"885654472269209600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"23","#Acuario Hoy no temas a decir lo que estás pensando ya que tus palabras pueden ser de mucha ayuda para una persona...",FALSE,0,NA,2017-07-14 00:17:29,FALSE,NA,"885654448646877184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"24","#Piscis Hoy no te olvides de las cosas importantes ya que no te lo van a pasar por alto y podrías ganarte varios problemas...",FALSE,0,NA,2017-07-14 00:17:21,FALSE,NA,"885654412680712192",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"25","Educación Básica, sector Oeste, sueldo básico. Llamar: 0997902288, 0997902214 WhatsApp, mensajes.",FALSE,0,NA,2017-07-14 00:16:51,FALSE,NA,"885654287359102976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"26","Parvularia. Centro de educación inicial solicita, traer currículum a: Guayacanes 341 y La 5ta, Urdesa Central.",FALSE,0,NA,2017-07-14 00:16:40,FALSE,NA,"885654242899394560",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"27","Necesita urgente prestigiosa Institución Educativa. Presentarse con  documentos Maldonado y la 26 esquina de 8H00- 12H00. 2471113.",FALSE,0,NA,2017-07-14 00:16:35,FALSE,NA,"885654220778733569",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"28","Dejar hoja de vida en: Guayaquil, Cdla. San Felipe El mirador Mz 126 Villa 8; Teléfono: 2-632171.",FALSE,0,NA,2017-07-14 00:15:46,FALSE,NA,"885654014183997448",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",1,FALSE,FALSE,NA,NA
"29","Actualizo Contabilidad, impuestos, SRI, anexos, RDEP, Supercias, municipio. 2-551687, 0968-485582.",FALSE,0,NA,2017-07-14 00:15:40,FALSE,NA,"885653989173473282",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
"30","Ofrece: Actualización Contable, Supercías, SRI. Informes: 0996024436. crisgomur@hotmail.com.",FALSE,0,NA,2017-07-14 00:15:31,FALSE,NA,"885653950195748865",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA
